category,control,priority
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,IAM AWS managed policies should be attached to IAM role,p2
IAM,Ensure IAM password policy expires passwords within 90 days or less,p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",p1
IAM,IAM policies should not allow full '*' administrative privileges,p2
